     	ε    	proc   	id    	(    	)    	{    	}    record  	;    	struct  	*    	=    	,    	int   	float  	bool   	char   	[    	num   	]    	if    	else   	do    	while  	call   	return  	Opens  	+    	real   	string  	||    	&&    	!    	true   	false  	<    	<=    	>    	>=    	==    	!=    	$    	P'    	P    	D    	A    	M    	T    	X    	C    	S    	MachedS 	OpenS  	L    	E    	G    	F    	B    	H    	I    	Relop  	Elist  
173   	--    	--    	--    	--    	s174   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s48   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
174   	--    	--    	--    	--    	r38   	--    	--    	--    	--    	--    	r38   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r38   	--    	--    	r38   	r38   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
175   	--    	--    	--    	--    	r39   	--    	--    	--    	--    	--    	r39   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r39   	--    	--    	r39   	r39   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
176   	--    	--    	--    	--    	r40   	--    	--    	--    	--    	--    	r40   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r40   	--    	--    	r40   	r40   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
177   	--    	--    	--    	--    	r41   	--    	--    	--    	--    	--    	r41   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r41   	--    	--    	r41   	r41   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
178   	--    	--    	--    	--    	r42   	--    	--    	--    	--    	--    	r42   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r42   	--    	--    	r42   	r42   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
179   	--    	--    	--    	--    	r37   	--    	--    	--    	--    	--    	r37   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r37   	--    	--    	r37   	r37   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
180   	--    	--    	--    	--    	r35   	--    	--    	--    	--    	--    	s170   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r35   	--    	--    	r35   	r35   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
181   	--    	--    	r52   	r52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r52   	r52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
182   	--    	--    	r53   	r53   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r53   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r53   	r53   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
183   	--    	--    	r54   	r54   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r54   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r54   	r54   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
184   	--    	--    	r55   	r55   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r55   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r55   	r55   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
185   	--    	--    	r56   	r56   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r56   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r56   	r56   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
186   	--    	--    	r57   	r57   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r57   	--    	--    	--    	--    	--    	--    	--    	--    	--    	r57   	r57   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
187   	--    	--    	--    	--    	r44   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r44   	s145   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
188   	--    	--    	--    	--    	r35   	--    	--    	--    	--    	--    	s189   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r35   	--    	--    	--    	--    	--    	--    	--    	r35   	r35   	r35   	r35   	r35   	r35   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
189   	--    	--    	s195   	s191   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s194   	--    	--    	--    	--    	--    	--    	--    	--    	--    	s196   	s197   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	190   	--    	--    	--    	--    	--    	
190   	--    	--    	--    	--    	r36   	--    	--    	--    	--    	--    	r36   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r36   	--    	--    	--    	--    	--    	--    	--    	r36   	r36   	r36   	r36   	r36   	r36   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
191   	--    	--    	s58   	s52   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s57   	--    	--    	--    	--    	--    	--    	--    	--    	--    	s59   	s60   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	192   	55    	56    	--    	--    	--    	--    	--    	
192   	--    	--    	--    	--    	s193   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s48   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
193   	--    	--    	--    	--    	r38   	--    	--    	--    	--    	--    	r38   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r38   	--    	--    	--    	--    	--    	--    	--    	r38   	r38   	r38   	r38   	r38   	r38   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
194   	--    	--    	--    	--    	r39   	--    	--    	--    	--    	--    	r39   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r39   	--    	--    	--    	--    	--    	--    	--    	r39   	r39   	r39   	r39   	r39   	r39   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
195   	--    	--    	--    	--    	r40   	--    	--    	--    	--    	--    	r40   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r40   	--    	--    	--    	--    	--    	--    	--    	r40   	r40   	r40   	r40   	r40   	r40   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
196   	--    	--    	--    	--    	r41   	--    	--    	--    	--    	--    	r41   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r41   	--    	--    	--    	--    	--    	--    	--    	r41   	r41   	r41   	r41   	r41   	r41   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
197   	--    	--    	--    	--    	r42   	--    	--    	--    	--    	--    	r42   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r42   	--    	--    	--    	--    	--    	--    	--    	r42   	r42   	r42   	r42   	r42   	r42   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
198   	--    	--    	--    	--    	r46   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r46   	r46   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
199   	--    	--    	--    	--    	r37   	--    	--    	--    	--    	--    	r37   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r37   	--    	--    	--    	--    	--    	--    	--    	r37   	r37   	r37   	r37   	r37   	r37   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
200   	--    	--    	s195   	s200   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s194   	--    	--    	--    	--    	--    	--    	--    	--    	--    	s196   	s197   	--    	--    	s147   	s202   	s203   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	201   	188   	199   	150   	187   	198   	--    	--    	
201   	--    	--    	--    	--    	s193   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s154   	--    	--    	--    	--    	--    	--    	--    	s181   	s182   	s183   	s184   	s185   	s186   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	166   	--    	
202   	--    	--    	--    	--    	r50   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r50   	r50   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
203   	--    	--    	--    	--    	r51   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	r51   	r51   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	
204   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	s205   	--    	--    	--    	--    	--    	--    	--    	s181   	s182   	s183   	s184   	s185   	s186   	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	--    	166   	--    	
